Organization CRD#,Primary Business Name,Main Office Street Address 1,Main Office Street Address 2,Main Office City,Main Office State,Main Office Postal Code,Main Office Telephone Number,World Wide Web Site Address,Discretionary AUM,Discretionary accounts,Average discretionary account AUM,Non-discretionary AUM,Non-discretionary accounts,Average non-discretionary account AUM,Total AUM,Total accounts,Average total account AUM
114994,Capitol Wealth Management Inc.,7900 Westpark Dr.,Suite T-420,Mclean,VA,22102,(703) 891-4070,capitolwealthmgmt.com,"$22,800,107 ",58,"$393,105 ","$5,652,791 ",32,"$176,650 ","$28,452,898 ",90,"$316,143 "
106657,Caprin Asset Management LLC,1802 Bayberry Court,Suite 202,Richmond,VA,23226,(804) 648-3333,caprinbonds.com,"$1,139,366,091 ",691,"$1,648,866 ",$0 ,0,,"$1,139,366,091 ",691,"$1,648,866 "
132517,Capsouth Partners Inc.,2216 W. Main St.,,Dothan,AL,36301,(334) 673-8600,capsouthpartners.com,"$60,185,911 ",296,"$203,331 ","$8,657,657 ",169,"$51,229 ","$68,843,568 ",465,"$148,051 "
109341,Capstone Financial Advisors Inc.,"2001 Butterfield Road, Ste 1750",,Downers Grove,IL,60515,(630) 241-0833,capstone-advisors.com,"$716,491,146 ","1,385","$517,322 ","$5,341,385 ",26,"$205,438 ","$721,832,531 ","1,411","$511,575 "
150435,Capstone Investment Financial Group Inc.,615 N. Nevada Ave.,,Colorado Springs,CO,80903,(719) 477-9883,capstoneinvest.com/,"$36,119,652 ",487,"$74,168 ","$877,764 ",6,"$146,294 ","$36,997,416 ",493,"$75,045 "
122357,Capstone Wealth AdvisorsInc.,5875 Castle Creek Parkway Suite 185,,Indianpolis,IN,46250,(317) 577-8233,capstonewa.com,$0 ,0,,"$36,831,567 ",67,"$549,725 ","$36,831,567 ",67,"$549,725 "
130128,Capstone Wealth Management,1500 Poly Drive,Suite 107,Billings,MT,59102,(406) 325-1500,capstoneretire.com,"$52,820,210 ",196,"$269,491 ","$1,008,497 ",36,"$28,014 ","$53,828,707 ",232,"$232,020 "
128097,Capstone Wealth Management Group LLC,1051 Nw Bond St.,Suite 200,Bend,OR,97701,(541) 330-0266,capstonewmg.com,"$74,646,311 ",332,"$224,838 ","$16,882,765 ",42,"$401,971 ","$91,529,076 ",374,"$244,730 "
144696,Capstone Wealth Management LLC,20 Broad St.,14th Floor,New York,NY,10005,(646) 214-8700,capwm.com,"$113,485,791 ",109,"$1,041,154 ",$0 ,0,,"$113,485,791 ",109,"$1,041,154 "
142941,Captrust Advisors LLC,102 W. Whiting St.,Suite 400,Tampa,FL,33602,(813) 218-5000,captrustadv.com,$0 ,0,,$0 ,0,,$0 ,0,
126752,Cardiff Park Advisors,2257 Vista La Nisa,,Carlsbad,CA,92009,(760) 635-7526,cardiffpark.com,$0 ,0,,"$470,518,489 ",202,"$2,329,299 ","$470,518,489 ",202,"$2,329,299 "
116982,Cargile Investments,508 West Wall  Suite 1100,,Midland,TX,79701,(432) 617-1394,cargileinvestments.com,"$120,550,046 ",178,"$677,247 ",$0 ,0,,"$120,550,046 ",178,"$677,247 "
131528,Carl Domino Inc.,251 Royal Palm Way,Suite 601,Palm Beach,FL,33480,(561) 833-2882,carldomino.com,"$188,556,948 ",337,"$559,516 ","$1,666,948 ",9,"$185,216 ","$190,223,896 ",346,"$549,780 "
105213,Carmichael Hill & Associates Inc.,18 East Diamond Ave,,Gaithersburg,MD,20877,(301) 217-9300,carmichael-hill.com,"$122,188,000 ",678,"$180,218 ","$5,099,000 ",3,"$1,699,667 ","$127,287,000 ",681,"$186,912 "
150488,Carnegie Investment Counsel,25550 Chagrin Blvd.,Suite 101,Beachwood,OH,44122,(216) 367-4114,carnegie-capital.com,"$453,000,000 ","1,131","$400,531 ",$0 ,0,,"$453,000,000 ","1,131","$400,531 "
159115,Carnick & Co. LLC,675 Southpointe Court,Suite 102,Colorado Springs,CO,80906,(719) 579-8000,carnick.com,"$236,000,000 ",545,"$433,028 ",$0 ,0,,"$236,000,000 ",545,"$433,028 "
116802,Carolina Capital Consulting Inc.,3111 Springbank Lane,Suite B,Charlotte,NC,28226,(704) 541-3199,3ccc.com,"$142,170,050 ",75,"$1,895,601 ",$0 ,0,,"$142,170,050 ",75,"$1,895,601 "
139592,Carolopolis Fiduciary Counsel Inc.,"49 Archdale St., Suite 2E",,Charleston,SC,29401,(843) 278-0061,carolopolis.net,"$5,371,999 ",45,"$119,378 ","$1,269,139 ",8,"$158,642 ","$6,641,138 ",53,"$125,304 "
128600,Carpenter Associates,"270 Littleton Road, Suite 19",,Westford,MA,1886,(978) 577-6025,carpenterassociates.com,"$95,683,629 ",454,"$210,757 ","$424,989 ",4,"$106,247 ","$96,108,618 ",458,"$209,844 "
105427,Carroll Financial Associates Inc.,"4201 Congress St., Ste 210",,Charlotte,NC,28209,(704) 553-8006,carrollfinancial.com,"$1,005,178,976 ","2,419","$415,535 ","$176,097,326 ",409,"$430,556 ","$1,181,276,302 ","2,828","$417,707 "
158205,Carswell Investments LLC,7526 Morgan Road,,Liverpool,NY,13090,(315) 451-4115,carswellfinancial.com,"$13,397,403 ",63,"$212,657 ","$49,087,834 ",68,"$721,880 ","$62,485,237 ",131,"$476,987 "
116480,Carter Asset Management Inc.,242 Beech St.,,Abilene,TX,79601,(325) 673-6171,carterasset.com,"$157,464,288 ",388,"$405,836 ",$0 ,0,,"$157,464,288 ",388,"$405,836 "
142685,Caruso And Co. P.A.,629 E. Hillsboro Blvd,,Deerfield Beach,FL,33441,(954) 571-2020,carusoandcompany.com,"$43,000,000 ",100,"$430,000 ",$0 ,0,,"$43,000,000 ",100,"$430,000 "
126084,Caruso Mclean & Co. Inc.,110 Lomond Court,,Utica,NY,13502,(315) 724-5105,carusomclean.com,$0 ,0,,"$132,000,000 ",224,"$589,286 ","$132,000,000 ",224,"$589,286 "
148569,Castle Investment Advisory LLC,9820 Westpoint Drive,Suite 100,Indianapolis,IN,46256,(317) 849-9559,,"$142,202,442 ",276,"$515,226 ","$9,486,421 ",54,"$175,674 ","$151,688,863 ",330,"$459,663 "
118364,Castle Wealth Management,420 Columbia Drive,Suite 107,West Palm Beach,FL,33409,(561) 686-9604,castlewm.com,"$139,300,043 ",431,"$323,202 ","$3,022,952 ",39,"$77,512 ","$142,322,995 ",470,"$302,815 "
141601,Castle Wealth Planning,1105 Chapala St.,Suite 4,Santa Barbara,CA,93101,(805) 962-5630,castlewealthplanning.com,"$63,319,148 ",89,"$711,451 ",$0 ,0,,"$63,319,148 ",89,"$711,451 "
134693,Catalyst Financial Planning & Investment Management Corporation,1255 Treat Blvd.,Suite 300,Walnut Creek,CA,94597,(888) 610-1777,catalystim.com,"$132,284,936 ",260,"$508,788 ","$39,807,268 ",38,"$1,047,560 ","$172,092,204 ",298,"$577,491 "
137652,Catamount Capital LLC,2602 Mckinney Ave.,Suite 230,Dallas,TX,75204,(214) 871-1116,catamountcp.com,"$31,000,000 ",61,"$508,197 ",$0 ,0,,"$31,000,000 ",61,"$508,197 "
128101,Caton Financial Inc.,2350 Kerner Blvd.,Suite 370,San Rafael,CA,94901,(415) 461-6248,catonfinancial.net,$0 ,0,,"$114,943,188 ",299,"$384,425 ","$114,943,188 ",299,"$384,425 "
143812,Cauble & Harre Wealth Management Inc.,12977 North 40 Drive,Suite 213,St. Louis,MO,63141,(314) 576-1112,caubleharre.com,"$101,455,614 ",158,"$642,124 ",$0 ,0,,"$101,455,614 ",158,"$642,124 "
111115,Causey Demgen & Moore Inc.,1801 California St,Ste 4650,Denver,CO,80202,(303) 296-2229,causeycpas.com,"$117,160,978 ",126,"$929,849 ","$14,685,644 ",64,"$229,463 ","$131,846,622 ",190,"$693,930 "
107386,Caves & Associates,"1334 Park View Ave,Ste 100",,Manhattan Beach,CA,90266,(310) 545-4179,cavesassociates.net,"$128,214,872 ",253,"$506,778 ","$4,231,423 ",12,"$352,619 ","$132,446,295 ",265,"$499,797 "
113931,Caz Investments L.P.,One Riverway,Suite 2000,Houston,TX,77056,(713) 403-8250,cazinvestments.com,"$313,200,000 ",867,"$361,246 ",$0 ,0,,"$313,200,000 ",867,"$361,246 "
108504,Cb&H Wealth Management Services LLC,200 South 10th St.,Suite 900,Richmond,VA,23219,(804) 673-4224,cbhwealth.com,"$209,053,734 ",748,"$279,484 ","$2,499,999 ",8,"$312,500 ","$211,553,733 ",756,"$279,833 "
111725,Cci Financial Group Inc.,1653 Merriman Road,Suite 210,Akron,OH,44313,(330) 864-7030,,"$98,571,718 ",77,"$1,280,152 ","$8,275,329 ",11,"$752,303 ","$106,847,047 ",88,"$1,214,171 "
109692,Ccp Inc.,4801 Emerson,Suite 106,Palatine,IL,60067,(847) 303-1220,ccpfps.com,"$114,000,000 ",326,"$349,693 ",$0 ,0,,"$114,000,000 ",326,"$349,693 "
149499,Cedarpoint Investment Advisors Inc.,524 Milwaukee St.,Suite 300,Delafield,WI,53018,(262) 303-4503,cedarpointinvestments.com,"$106,981,691 ",785,"$136,282 ","$10,529,179 ",94,"$112,013 ","$117,510,870 ",879,"$133,687 "
156698,Centerpoint Advisors LLC,One Gateway Center,Suite 607,Newton,MA,2458,(617) 213-4000,centerpointadvisors.net,"$150,172,304 ",490,"$306,474 ",$0 ,0,,"$150,172,304 ",490,"$306,474 "
119656,Centerpoint Wealth Management LLC,56 N. Main St.,,Zionsville,IN,46077,(317) 973-7700,,"$109,486,256 ",105,"$1,042,726 ","$3,635,477 ",3,"$1,211,826 ","$113,121,733 ",108,"$1,047,423 "
110333,Centura Personal Financial Services Inc.,300 Garden City Plaza,Suite 410,Garden City,NY,11530,(516) 281-7200,,"$18,784,722 ",99,"$189,745 ",$0 ,0,,"$18,784,722 ",99,"$189,745 "
112308,Century Management,805 Las Cimas Parkway,Suite 430,Austin,TX,78746,(800) 664-4888,centman.com,"$1,926,314,144 ","1,963","$981,311 ",$0 ,0,,"$1,926,314,144 ","1,963","$981,311 "
113769,Century Wealth Management LLC,1770 Kirby Pkwy,Ste 117,Memphis,TN,38138,(901) 850-5532,centurywealth.com,"$109,942,546 ",181,"$607,417 ","$45,119,597 ",43,"$1,049,293 ","$155,062,143 ",224,"$692,242 "
114361,Certified Financial Strategies Corporation,5485 Beltline Road,Suite 290,Dallas,TX,75254,(972) 702-8121,cfscorp.com,$0 ,0,,"$40,000,000 ",65,"$615,385 ","$40,000,000 ",65,"$615,385 "
105364,Certified Planners Inc.,"2694 Bishop Drive, Suite 240",,San  Ramon,CA,94583,(925) 866-1246,certifiedplannersinc.com,"$148,971,016 ","1,043","$142,829 ","$2,772,896 ",21,"$132,043 ","$151,743,912 ","1,064","$142,616 "
124438,Cfg Registered Investment Advisors,607 Cascade West Parkway,,Grand Rapids,MI,49546,(616) 575-2020,cfg2020.com,"$98,974,535 ","1,456","$67,977 ",$0 ,0,,"$98,974,535 ","1,456","$67,977 "
108351,Cfg Wealth Management Services Inc.,9840 Westpoint Drive,Suite 150,Indianapolis,IN,46256,(317) 841-7959,cfgwms.com,"$62,872,600 ",339,"$185,465 ","$1,677,200 ",2,"$838,600 ","$64,549,800 ",341,"$189,296 "
135579,Cfs Wealth Management,3727 Vineville Ave.,,Macon,GA,31204,(478) 471-1875,cfswealth.com,"$82,016,980 ",674,"$121,687 ","$12,541,581 ",175,"$71,666 ","$94,558,561 ",849,"$111,376 "
116197,Chadwick & D'Amato LLC,224 Main St.,,New London,NH,3257,(603) 526-2409,chadwick-damato.com,"$125,200,495 ",712,"$175,843 ",$0 ,0,,"$125,200,495 ",712,"$175,843 "
116511,Chaney Capital Management Inc.,3500 188th St. Sw,Suite #328,Lynnwood,WA,98037,(425) 673-4060,chaneycapital.com,"$90,003,639 ",496,"$181,459 ",$0 ,0,,"$90,003,639 ",496,"$181,459 "
118530,Chapel Hill Investment Advisors,6320 Quadrangle Drive,Suite 310,Chapel Hill,NC,27517,(919) 401-3500,chapelhilladvisors.com,"$35,351,000 ",92,"$384,250 ","$400,000 ",7,"$57,143 ","$35,751,000 ",99,"$361,121 "
109511,Chapel Hill Investment Analysts Inc.,"126 Mathews St., Suite 1600",,Greensburg,PA,15601,(724) 830-2600,,"$90,183,983 ","1,523","$59,215 ",$0 ,0,,"$90,183,983 ","1,523","$59,215 "
118218,Charles D. Jones Capital Management Inc.,5015 Fort Ave.,,Waco,TX,76710,(254) 751-0064,cjones.com,"$92,000,000 ",60,"$1,533,333 ","$5,000,000 ",2,"$2,500,000 ","$97,000,000 ",62,"$1,564,516 "
104864,Charles Pratt & Co. LLC,355 Lexington Ave.,,New York,NY,10017,(212) 867-4444,charlespratt.com,"$168,558,000 ",351,"$480,222 ","$219,795,000 ",343,"$640,802 ","$388,353,000 ",694,"$559,586 "
106916,Charles Stephen And Co. Inc.,5951 Jefferson Court Ne,Suite D,Albuquerque,NM,87109,(505) 884-0451,charlesstephen.com,"$73,303,694 ",764,"$95,947 ","$125,778,154 ",388,"$324,171 ","$199,081,848 ","1,152","$172,814 "
137536,Charleston Financial Advisors LLC,"4 North Atlantic Wharf, Suite 200",,Charleston,SC,29401,(843) 722-3331,charlestonfinancial.net,"$73,878,097 ",340,"$217,289 ",$0 ,0,,"$73,878,097 ",340,"$217,289 "
104872,Charter Investment Advisors Inc.,5956 Turkey Lake Rd.,Suite 1,Orlando,FL,32819,(407) 226-1112,charterinvestment.com,"$42,828,944 ",215,"$199,204 ","$4,505,630 ",19,"$237,138 ","$47,334,574 ",234,"$202,285 "
106452,Charter Research & Investment Group Inc.,24 thorpe St.,,Fairfield,CT,6824,(203) 259-4004,charterinvestmentgroup.com,"$170,996,184 ",360,"$474,989 ","$1,435,743 ",3,"$478,581 ","$172,431,927 ",363,"$475,019 "
106174,Chatham Capital Group Inc.,6602 Abercorn St.,Suite 100,Savannah,GA,31405,(912) 691-2320,chathamcapitalgroup.com,"$237,553,316 ",237,"$1,002,335 ",$0 ,0,,"$237,553,316 ",237,"$1,002,335 "
111987,Chatham Wealth Management,10 Townsquare,Suite 100,Chatham,NJ,7928,(973) 635-8889,chathamwealth.com,"$193,000,000 ",463,"$416,847 ",$0 ,0,,"$193,000,000 ",463,"$416,847 "
107058,Check Capital Management Inc.,575 Anton Blvd,Ste 500,Costa Mesa,CA,92626,(714) 641-3579,checkcapital.com,"$385,141,175 ","1,114","$345,728 ","$78,221,232 ",807,"$96,928 ","$463,362,407 ","1,921","$241,209 "
132362,Chelsea Advisors LLC,223 W. Jackson Blvd,Suite 850,Chicago,IL,60606,(312) 463-1306,,"$94,088,396 ",194,"$484,992 ","$4,283,211 ",23,"$186,227 ","$98,371,607 ",217,"$453,325 "
156310,Cherry Creek Family Offices,210 University,Suite 650,Denver,CO,80206,(303) 862-9550,,$0 ,0,,"$570,570,575 ",471,"$1,211,402 ","$570,570,575 ",471,"$1,211,402 "
107426,Cherry Creek Investment Advisors Inc.,68 Inverness Lane East #206,,Englewood,CO,80112,(303) 320-5774,cherrycreekinvestmentadvisors.com,"$113,898,000 ",120,"$949,150 ",$0 ,0,,"$113,898,000 ",120,"$949,150 "
114733,Cherry Hills Investment Advisors LLC,8400 East Prentice Ave.,Suite 1010,Greenwood Village,CO,80111,(303) 703-4560,cherryhillsadvisors.com,"$109,761,429 ",914,"$120,089 ","$76,380 ",3,"$25,460 ","$109,837,809 ",917,"$119,780 "
107176,Chesapeake Asset Management Co Inc.,18310 Montgomery Village Ave.,Suite 515,Gaithersburg,MD,20879,(301) 527-0170,cpeake.com,"$46,044,000 ",35,"$1,315,543 ","$11,197,000 ",7,"$1,599,571 ","$57,241,000 ",42,"$1,362,881 "
111578,Chesley Taft & Associates LLC,10 S. Lasalle St.,Suite 3250,Chicago,IL,60603,(312) 873-1260,chesleytaft.com,"$638,795,996 ",718,"$889,688 ","$81,926,963 ",98,"$835,989 ","$720,722,959 ",816,"$883,239 "
110772,Cheviot Value Management LLC,100 Wilshire Blvd.,Suite 2020,Santa Monica,CA,90401,(310) 451-8600,cheviotvalue.com,"$311,342,347 ",687,"$453,191 ","$2,535,394 ",3,"$845,131 ","$313,877,741 ",690,"$454,895 "
110742,Chevy Chase Trust Co.,7501 Wisconsin Ave.,15th Floor,Bethesda,MD,20814,(240) 497-5000,chevychasetrust.com,"$10,361,421,000 ","2,057","$5,037,152 ","$5,038,000 ",4,"$1,259,500 ","$10,366,459,000 ","2,061","$5,029,820 "
147662,Chicago Partners Investment Group LLC,227 West Monroe St.,Suite 3910,Chicago,IL,60606,(312) 284-6363,chicagopartnersllc.com,"$50,801,673 ",28,"$1,814,345 ","$448,822,650 ",87,"$5,158,881 ","$499,624,323 ",115,"$4,344,559 "
112271,Chicago Wealth Management Inc.,Two North Riverside Plaza,Suite 1620,Chicago,IL,60606,(312) 376-8350,chicagowm.com,"$91,374,548 ",568,"$160,871 ",$0 ,0,,"$91,374,548 ",568,"$160,871 "
159306,Chilton Private Clients LLC,1290  East Main St. 1St Floor,,Stamford,CT,6902,(203) 352-4000,chiltonfunds.com,"$4,613,653,360 ",963,"$4,790,917 ",$0 ,0,,"$4,613,653,360 ",963,"$4,790,917 "
109218,Chinook Capital Management LLC,4380 Sw Macadam Ave.,Ste 250,Portland,OR,97239,(503) 228-1116,chinookmanagement.com,"$290,534,390 ",196,"$1,482,318 ","$15,734,096 ",36,"$437,058 ","$306,268,486 ",232,"$1,320,123 "
116556,Christensen King & Associates Investment Services Inc.,1334 Jadwin Ave.,,Richland,WA,99354,(509) 943-1040,,"$69,141,812 ",721,"$95,897 ","$2,080,303 ",10,"$208,030 ","$71,222,115 ",731,"$97,431 "
125459,Christian Investment Consultants LLC,907 North Elm,Suite 100,Hinsdale,IL,60521,(630) 371-1585,christianinvestmentconsultants.com,"$37,500,000 ",122,"$307,377 ",$0 ,0,,"$37,500,000 ",122,"$307,377 "
110469,Chronogram Corporation,2 Greenwich Office Park,Suite 300,Greenwich,CT,6831,(203) 622-3911,,"$112,797,929 ",158,"$713,911 ","$74,831,570 ",52,"$1,439,069 ","$187,629,499 ",210,"$893,474 "
110904,Ciccarelli Advisory Services Inc.,3066 Tamiami Trail North,Ste 202,Naples,FL,34103,(239) 262-6577,casmoneymatters.com,$0 ,0,,"$343,792,765 ","1,636","$210,142 ","$343,792,765 ","1,636","$210,142 "
142878,Circle Wealth Management LLC,47 Maple St.,Suite 201,Summit,NJ,7901,(908) 206-1306,,"$404,557,708 ",159,"$2,544,388 ","$663,146,896 ",243,"$2,729,000 ","$1,067,704,604 ",402,"$2,655,982 "
107750,Cjm Wealth Advisers Ltd.,11320 Random Hills Road,Suite 250,Fairfax,VA,22030,(703) 425-0700,cjmltd.com,"$364,747,019 ","1,433","$254,534 ","$19,118,462 ",48,"$398,301 ","$383,865,481 ","1,481","$259,193 "
107806,Claremont Financial GroupInc.,464 North Indian Hill Blvd,,Claremont,CA,91711,(909) 624-9200,claremontfinancial.com,"$96,413,815 ",882,"$109,313 ",$0 ,0,,"$96,413,815 ",882,"$109,313 "
148888,Clarity Investments + Planning LLC,60 East 42Nd St.,Suite 1600,New York,NY,10165,(212) 730-7029,clarityinv.com,"$27,048,420 ",171,"$158,178 ",$0 ,0,,"$27,048,420 ",171,"$158,178 "
157913,Clarity Wealth Advisors,2603 Camino Ramon,Suite 200,San Ramon,CA,94583,(925) 242-2544,,"$34,168,634 ",155,"$220,443 ","$1,225,718 ",2,"$612,859 ","$35,394,352 ",157,"$225,442 "
110955,Clark Financial Advisors,4128 Crosshaven Drive,,Birmingham,AL,35243,(205) 298-8480,clarkfinancialadvisors.com,"$165,721,000 ",942,"$175,925 ","$4,290,550 ",26,"$165,021 ","$170,011,550 ",968,"$175,632 "
122030,Classic Asset Management LLC,1220 28th Ave. North,,Fargo,ND,58102,(701) 234-0103,finstrat.com,"$71,113,061 ",783,"$90,821 ","$19,186,009 ",521,"$36,825 ","$90,299,070 ","1,304","$69,248 "
105898,Clayton Financial Services Inc.,716 South Kansas Ave.,,Topeka,KS,66603,(785) 232-3266,claytonfsi.com,"$264,399,543 ",416,"$635,576 ",$0 ,0,,"$264,399,543 ",416,"$635,576 "
152242,Clear Harbor Asset Management LLC,420 Lexington Ave.,Suite 2006,New York,NY,10170,(212) 867-7310,clearharboram.com,"$374,785,497 ",723,"$518,376 ","$2,651,266 ",2,"$1,325,633 ","$377,436,763 ",725,"$520,602 "
111775,Clear Point Advisors Inc.,"500 North Broadway, Suite 241",,Jericho,NY,11753,(516) 870-0021,cptadvisors.com,"$117,847,622 ",516,"$228,387 ","$9,731,173 ",6,"$1,621,862 ","$127,578,795 ",522,"$244,404 "
146119,Clearpath Wealth Management LLC,170 Westminster St.,9th Floor,Providence,RI,2903,(401) 455-3794,clearpathwealth.com,"$71,666,094 ",368,"$194,745 ",$0 ,0,,"$71,666,094 ",368,"$194,745 "
105406,Clelland & Co. Inc.,"4225 Executive Sq, Ste 1050",,La Jolla,CA,92037,(858) 587-8700,clelland.com,"$63,982,751 ",133,"$481,073 ","$184,539,300 ",12,"$15,378,275 ","$248,522,051 ",145,"$1,713,945 "
152628,Clientfirst Financial Strategies Inc.,3033 Kettering Blvd.,Suite 326,Dayton,OH,45439,(937) 293-5500,clientfirstonline.com,"$124,163,333 ",476,"$260,847 ","$27,915,215 ",163,"$171,259 ","$152,078,548 ",639,"$237,995 "
120286,Clientfirst Wealth Management,1501 North University,Suite 615,Little Rock,AR,72207,(501) 603-0406,clientfirstwm.com,"$234,551,223 ",119,"$1,971,019 ",$0 ,0,,"$234,551,223 ",119,"$1,971,019 "
150275,Cloud Capital LLC,5314 South Yale,Suite 606,Tulsa,OK,74135,(918) 492-1080,cloud-capital.com,"$82,084,365 ",128,"$641,284 ","$103,215,679 ","2,775","$37,195 ","$185,300,044 ","2,903","$63,831 "
111082,Clutinger Williams & Verhoye Inc.,6398 Del Cerro Blvd,Ste 3,San Diego,CA,92120,(619) 326-0900,,"$129,425,728 ",359,"$360,517 ","$38,823,654 ",78,"$497,739 ","$168,249,382 ",437,"$385,010 "
119467,Cm Wealth Advisors Inc.,"30195 Chagrin Blvd., Suite 250",,Cleveland,OH,44124,(216) 831-9667,cmwealthadvisors.com,"$1,613,869,384 ",116,"$13,912,667 ","$206,054,631 ",2,"$103,027,316 ","$1,819,924,015 ",118,"$15,423,085 "
150138,Cmh Wealth Management LLC,155 Lafayette Road,"3Rd Floor, Suite 7",North Hampton,NH,3862,(603) 379-8161,cmhwealth.com,"$128,140,860 ",116,"$1,104,663 ","$515,985 ",1,"$515,985 ","$128,656,845 ",117,"$1,099,631 "
146147,Cobb Wealth Management LLC,1050 West Blue Ridge Blvd.,,Kansas City,MO,64145,(913) 906-7777,cobbwealth.com,"$10,857,967 ",89,"$122,000 ","$7,126,305 ",6,"$1,187,718 ","$17,984,272 ",95,"$189,308 "
108023,Cobblestone Capital Advisors LLC,140 Allens Creek Rd.,,Rochester,NY,14618,(585) 473-3333,cobblestonecap.com,"$951,802,985 ","1,518","$627,011 ","$21,572,417 ",2,"$10,786,209 ","$973,375,402 ","1,520","$640,379 "
107903,Cohen Capital Management Inc.,"21 Tamal Vista Blvd, Ste 245",,Corte Madera,CA,94925,(415) 927-6700,,"$340,000,000 ",55,"$6,181,818 ",$0 ,0,,"$340,000,000 ",55,"$6,181,818 "
124264,Cole Investment Advisors Inc.,2401 West Centre Ave.,,Portage,MI,49024,(269) 329-6600,,"$11,135,000 ",121,"$92,025 ","$26,826,000 ",7,"$3,832,286 ","$37,961,000 ",128,"$296,570 "
117825,Colhoun Robins Davenport & Co. LLC,505 Olive St.,,Winston-Salem,NC,27103,(336) 765-7595,crdadvisors.com,$0 ,0,,"$93,580,000 ",356,"$262,865 ","$93,580,000 ",356,"$262,865 "
111837,Colley Asset Management Inc.,358 Broadway Suite 304,,Saratoga Springs,NY,12866,(518) 581-0500,colleyassetmanagement.com,"$75,880,000 ",405,"$187,358 ","$28,770,630 ",20,"$1,438,532 ","$104,650,630 ",425,"$246,237 "
119696,Colman Knight Advisory Group LLC,18 Audubon Lane,,Carlisle,MA,1741,(978) 371-2015,colmanknight.com,$0 ,0,,"$91,299,000 ",255,"$358,035 ","$91,299,000 ",255,"$358,035 "
114011,Colorado Capital Management,"4430 Arapahoe Ave., Suite 120",,Boulder,CO,80303,(303) 444-9300,coloradocap.com,"$148,319,500 ",570,"$260,210 ",$0 ,0,,"$148,319,500 ",570,"$260,210 "
110845,Colorado Financial Management Inc.,2725 Rocky Mountain Ave.,Suite #320,Loveland,CO,80538,(970) 613-1392,colofin.com,"$186,000,000 ",550,"$338,182 ",$0 ,0,,"$186,000,000 ",550,"$338,182 "
124174,Columbia Asset Management LLC,213 West Liberty St,Suite 110,Ann Arbor,MI,48104,(734) 665-1454,columbiaasset.com,"$245,677,963 ",501,"$490,375 ","$52,607,588 ",76,"$692,205 ","$298,285,551 ",577,"$516,959 "
156225,Columbia Pacific Capital Management,1910 Fairview Ave E #101,,Seattle,WA,98102,(206) 257-3577,cp-cm.com,"$177,314,000 ",73,"$2,428,959 ","$268,393,000 ",10,"$26,839,300 ","$445,707,000 ",83,"$5,369,964 "
154571,Columbia River Advisors,2200 N. 30th St.,Suite 202,Tacoma,WA,98403,(253) 589-1401,columbiariveradvisors.com,"$45,000,000 ",210,"$214,286 ",$0 ,0,,"$45,000,000 ",210,"$214,286 "
135118,Column Capital Advisors LLC,8888 Keystone Crossing,Suite 1675,Indianapolis,IN,46240,(317) 663-6500,columncapital.com,"$392,237,581 ",653,"$600,670 ",$0 ,0,,"$392,237,581 ",653,"$600,670 "
113347,Commonwealth Advisory Group Ltd.,1910 Cochran Road,"Manor Oak Two, Suite 100",Pittsburgh,PA,15220,(412) 531-6040,,$0 ,0,,"$186,125,711 ",598,"$311,247 ","$186,125,711 ",598,"$311,247 "
